frame,id,type,x,y,z,kmh,gear
25071,70,vehicle.bh.crossbike,   -44.764,    48.249,     0.003,           0.00,0
25071,71,vehicle.bh.crossbike,    32.860,    15.305,    -0.000,           0.00,0
25071,72,vehicle.bh.crossbike,    97.444,    91.880,     0.003,           0.00,0
25071,73,vehicle.bh.crossbike,   -24.019,    16.674,     0.003,           0.00,0
25071,74,vehicle.bh.crossbike,  -107.193,    99.197,     0.000,           0.00,0
25071,75,vehicle.bh.crossbike,  -104.519,   -40.008,     0.004,           0.00,0
25071,76,vehicle.bh.crossbike,   -48.818,    -7.506,     0.003,           0.00,0
25071,77,vehicle.bh.crossbike,   -52.433,    -7.014,     0.003,           0.00,0
25071,78,vehicle.bh.crossbike,    28.458,   -59.725,     0.003,           0.00,0
25071,79,vehicle.bh.crossbike,    27.602,    25.284,     0.001,           0.00,0
25071,80,vehicle.bh.crossbike,   -15.998,   139.660,     0.003,           0.00,0
25071,81,vehicle.bh.crossbike,  -113.679,    -7.985,     0.003,           0.00,0
25071,82,vehicle.bh.crossbike,    77.756,    24.977,     0.003,           0.00,0
25071,83,vehicle.bh.crossbike,    81.097,   -54.504,     0.000,           0.00,0
25071,84,vehicle.bh.crossbike,   -49.453,    94.382,     0.004,           0.00,0
25071,85,vehicle.bh.crossbike,   -19.785,    28.126,     0.001,           0.00,0
25071,86,vehicle.bh.crossbike,   -23.732,    13.151,     0.003,           0.00,0
25071,87,vehicle.bh.crossbike,    30.812,    69.615,     0.002,           0.00,0
25071,64,vehicle.nissan.patrol_2021,    73.359,    27.891,     0.004,           0.00,0
25071,88,vehicle.bh.crossbike,    84.342,   -56.887,     0.001,           0.00,0
25071,89,vehicle.bh.crossbike,   -52.279,   -10.083,     0.003,           0.00,0
25071,90,vehicle.bh.crossbike,   -21.233,    16.906,     0.003,           0.00,0
25071,91,vehicle.bh.crossbike,   -19.497,    13.148,     0.002,           0.00,0
25071,92,vehicle.bh.crossbike,   -33.721,   129.531,     0.003,           0.00,0
25071,93,vehicle.bh.crossbike,   105.883,    47.796,     0.003,           0.00,0
25071,94,vehicle.bh.crossbike,   100.355,    97.461,     0.002,           0.00,0
25071,95,vehicle.bh.crossbike,   -45.303,   -40.937,     0.003,           0.00,0
25071,96,vehicle.bh.crossbike,    70.504,   -59.186,     0.004,           0.00,0
25071,97,vehicle.bh.crossbike,    65.746,   135.395,     0.003,           0.00,0
25071,98,vehicle.bh.crossbike,     2.878,   128.958,     0.004,           0.00,0
25071,99,vehicle.bh.crossbike,    10.234,    16.623,     0.002,           0.00,0
25071,100,vehicle.bh.crossbike,   -58.686,    23.755,     0.004,           0.00,0
25071,101,vehicle.bh.crossbike,    92.200,   119.819,     0.003,           0.00,0
25071,102,vehicle.bh.crossbike,    87.478,   121.972,     0.004,           0.00,0
25071,103,vehicle.bh.crossbike,   -94.915,    11.807,     0.003,           0.00,0
25071,104,vehicle.bh.crossbike,   -71.409,   125.515,     0.018,           0.00,0
25071,105,vehicle.bh.crossbike,   -41.259,    48.182,     0.003,           0.00,0
25071,106,vehicle.bh.crossbike,   -40.624,     2.632,     0.000,           0.00,0
25071,107,vehicle.bh.crossbike,    96.893,    85.517,     0.003,           0.00,0
25071,108,vehicle.bh.crossbike,   -95.376,   -49.334,     0.003,           0.00,0
25071,109,vehicle.bh.crossbike,  -110.198,    -8.681,     0.003,           0.00,0
25072,70,vehicle.bh.crossbike,   -44.764,    48.249,     0.003,           0.00,0
25072,71,vehicle.bh.crossbike,    32.811,    15.220,    -0.000,           0.00,0
25072,72,vehicle.bh.crossbike,    97.456,    91.989,     0.003,           0.00,0
25072,73,vehicle.bh.crossbike,   -24.019,    16.674,     0.003,           0.00,0
25072,74,vehicle.bh.crossbike,  -107.267,    99.279,     0.001,           0.00,0
25072,75,vehicle.bh.crossbike,  -104.473,   -39.898,     0.004,           0.00,0
25072,76,vehicle.bh.crossbike,   -48.818,    -7.506,     0.003,           0.00,0
25072,77,vehicle.bh.crossbike,   -52.433,    -7.014,     0.003,           0.00,0
25072,78,vehicle.bh.crossbike,    28.563,   -59.738,     0.003,           0.00,0
25072,79,vehicle.bh.crossbike,    27.708,    25.239,     0.001,           0.00,0
25072,80,vehicle.bh.crossbike,   -15.946,   139.757,     0.003,           0.00,0
25072,81,vehicle.bh.crossbike,  -113.679,    -7.985,     0.003,           0.00,0
25072,82,vehicle.bh.crossbike,    77.756,    24.977,     0.003,           0.00,0
25072,83,vehicle.bh.crossbike,    81.130,   -54.400,    -0.000,           0.00,0
25072,84,vehicle.bh.crossbike,   -49.553,    94.443,     0.004,           0.00,0
25072,85,vehicle.bh.crossbike,   -19.674,    28.086,     0.001,           0.00,0
25072,86,vehicle.bh.crossbike,   -23.732,    13.151,     0.003,           0.00,0
25072,87,vehicle.bh.crossbike,    30.842,    69.615,     0.002,           0.00,0
25072,64,vehicle.nissan.patrol_2021,    73.359,    27.891,     0.004,           0.00,0
25072,88,vehicle.bh.crossbike,    84.339,   -56.985,     0.001,           0.00,0
25072,89,vehicle.bh.crossbike,   -52.279,   -10.083,     0.003,           0.00,0
25072,90,vehicle.bh.crossbike,   -21.233,    16.906,     0.003,           0.00,0
25072,91,vehicle.bh.crossbike,   -19.576,    13.170,     0.002,           0.00,0
25072,92,vehicle.bh.crossbike,   -33.836,   129.497,     0.003,           0.00,0
25072,93,vehicle.bh.crossbike,   105.883,    47.796,     0.003,           0.00,0
25072,94,vehicle.bh.crossbike,   100.410,    97.553,     0.002,           0.00,0
25072,95,vehicle.bh.crossbike,   -45.303,   -40.937,     0.003,           0.00,0
25072,96,vehicle.bh.crossbike,    70.513,   -59.073,     0.004,           0.00,0
25072,97,vehicle.bh.crossbike,    65.803,   135.295,     0.003,           0.00,0
25072,98,vehicle.bh.crossbike,     2.800,   128.876,     0.004,           0.00,0
25072,99,vehicle.bh.crossbike,    10.161,    16.703,     0.003,           0.00,0
25072,100,vehicle.bh.crossbike,   -58.574,    23.710,     0.003,           0.00,0
25072,101,vehicle.bh.crossbike,    92.137,   119.903,     0.003,           0.00,0
25072,102,vehicle.bh.crossbike,    87.374,   121.940,     0.004,           0.00,0
25072,103,vehicle.bh.crossbike,   -95.010,    11.742,     0.002,           0.00,0
25072,104,vehicle.bh.crossbike,   -71.470,   125.603,     0.010,           0.00,0
25072,105,vehicle.bh.crossbike,   -41.259,    48.182,     0.003,           0.00,0
25072,106,vehicle.bh.crossbike,   -40.715,     2.607,     0.000,           0.00,0
25072,107,vehicle.bh.crossbike,    96.874,    85.617,     0.003,           0.00,0
25072,108,vehicle.bh.crossbike,   -95.350,   -49.438,     0.003,           0.00,0
25072,109,vehicle.bh.crossbike,  -110.198,    -8.681,     0.003,           0.00,0
25073,70,vehicle.bh.crossbike,   -44.764,    48.249,     0.003,           0.00,0
25073,71,vehicle.bh.crossbike,    32.770,    15.143,    -0.000,           0.00,0
25073,72,vehicle.bh.crossbike,    97.472,    92.084,     0.003,           0.00,0
25073,73,vehicle.bh.crossbike,   -24.019,    16.674,     0.003,           0.00,0
25073,74,vehicle.bh.crossbike,  -107.334,    99.351,     0.001,           0.00,0
25073,75,vehicle.bh.crossbike,  -104.435,   -39.799,     0.004,           0.00,0
25073,76,vehicle.bh.crossbike,   -48.818,    -7.506,     0.003,           0.00,0
25073,77,vehicle.bh.crossbike,   -52.433,    -7.014,     0.003,           0.00,0
25073,78,vehicle.bh.crossbike,    28.657,   -59.744,     0.003,           0.00,0
25073,79,vehicle.bh.crossbike,    27.802,    25.195,     0.001,           0.00,0
25073,80,vehicle.bh.crossbike,   -15.895,   139.840,     0.003,           0.00,0
25073,81,vehicle.bh.crossbike,  -113.679,    -7.985,     0.003,           0.00,0
25073,82,vehicle.bh.crossbike,    77.756,    24.977,     0.003,           0.00,0
25073,83,vehicle.bh.crossbike,    81.155,   -54.306,    -0.001,           0.00,0
25073,84,vehicle.bh.crossbike,   -49.639,    94.500,     0.004,           0.00,0
25073,85,vehicle.bh.crossbike,   -19.575,    28.050,     0.001,           0.00,0
25073,86,vehicle.bh.crossbike,   -23.732,    13.151,     0.003,           0.00,0
25073,87,vehicle.bh.crossbike,    30.871,    69.615,     0.001,           0.00,0
25073,64,vehicle.nissan.patrol_2021,    73.359,    27.891,     0.004,           0.00,0
25073,88,vehicle.bh.crossbike,    84.339,   -57.073,     0.002,           0.00,0
25073,89,vehicle.bh.crossbike,   -52.279,   -10.083,     0.003,           0.00,0
25073,90,vehicle.bh.crossbike,   -21.233,    16.906,     0.003,           0.00,0
25073,91,vehicle.bh.crossbike,   -19.648,    13.188,     0.002,           0.00,0
25073,92,vehicle.bh.crossbike,   -33.938,   129.465,     0.003,           0.00,0
25073,93,vehicle.bh.crossbike,   105.883,    47.796,     0.003,           0.00,0
25073,94,vehicle.bh.crossbike,   100.463,    97.632,     0.002,           0.00,0
25073,95,vehicle.bh.crossbike,   -45.303,   -40.937,     0.003,           0.00,0
25073,96,vehicle.bh.crossbike,    70.522,   -58.972,     0.004,           0.00,0
25073,97,vehicle.bh.crossbike,    65.858,   135.209,     0.003,           0.00,0
25073,98,vehicle.bh.crossbike,     2.728,   128.804,     0.004,           0.00,0
25073,99,vehicle.bh.crossbike,    10.094,    16.774,     0.003,           0.00,0
25073,100,vehicle.bh.crossbike,   -58.474,    23.668,     0.003,           0.00,0
25073,101,vehicle.bh.crossbike,    92.083,   119.980,     0.003,           0.00,0
25073,102,vehicle.bh.crossbike,    87.280,   121.912,     0.004,           0.00,0
25073,103,vehicle.bh.crossbike,   -95.094,    11.683,     0.002,           0.00,0
25073,104,vehicle.bh.crossbike,   -71.525,   125.680,     0.004,           0.00,0
25073,105,vehicle.bh.crossbike,   -41.259,    48.182,     0.003,           0.00,0
25073,106,vehicle.bh.crossbike,   -40.797,     2.588,     0.000,           0.00,0
25073,107,vehicle.bh.crossbike,    96.860,    85.706,     0.003,           0.00,0
25073,108,vehicle.bh.crossbike,   -95.321,   -49.527,     0.003,           0.00,0
25073,109,vehicle.bh.crossbike,  -110.198,    -8.681,     0.003,           0.00,0
25074,70,vehicle.bh.crossbike,   -44.764,    48.249,     0.003,           0.00,0
25074,71,vehicle.bh.crossbike,    32.734,    15.069,    -0.000,           0.00,0
25074,72,vehicle.bh.crossbike,    97.493,    92.172,     0.003,           0.00,0
25074,73,vehicle.bh.crossbike,   -24.019,    16.674,     0.003,           0.00,0
25074,74,vehicle.bh.crossbike,  -107.398,    99.418,     0.002,           0.00,0
25074,75,vehicle.bh.crossbike,  -104.402,   -39.704,     0.004,           0.00,0
25074,76,vehicle.bh.crossbike,   -48.818,    -7.506,     0.003,           0.00,0
25074,77,vehicle.bh.crossbike,   -52.433,    -7.014,     0.003,           0.00,0
25074,78,vehicle.bh.crossbike,    28.745,   -59.743,     0.003,           0.00,0
25074,79,vehicle.bh.crossbike,    27.889,    25.152,     0.000,           0.00,0
25074,80,vehicle.bh.crossbike,   -15.842,   139.915,     0.003,           0.00,0
25074,81,vehicle.bh.crossbike,  -113.679,    -7.985,     0.003,           0.00,0
25074,82,vehicle.bh.crossbike,    77.756,    24.977,     0.003,           0.00,0
